,year,times_cited,type,id,title,journal.id,journal.title,volume,issue,researcherID
261,2015,100,article,pub.1011567930,Cutaneous Toxic Effects of BRAF Inhibitors Alone and in Combination With MEK Inhibitors for Metastatic Melanoma,jour.1000637,JAMA Dermatology,151,10,ur.0733110542.08
262,2015,7,article,pub.1043451028,Melanoma and Skin Cancer,jour.1294974,European Journal of Cancer,51,,ur.0733110542.08
263,2015,0,article,pub.1043132587,3304 Metabolic activity in metastatic melanoma after long-term treatment with anti-PD-1 antibodies,jour.1294974,European Journal of Cancer,51,,ur.0733110542.08
264,2015,2,article,pub.1014490326,3302 Safety and Activity of Combined Radiotherapy (RT) and Anti-PD-1 Antibodies (PD-1) in Patients (pts) with Metastatic Melanoma,jour.1294974,European Journal of Cancer,51,,ur.0733110542.08
265,2015,0,article,pub.1008513345,3314 Sequential trans-arterial fotemustine chemotherapy (TAC) and checkpoint immunotherapy for uveal melanoma with hepatic metastases,jour.1294974,European Journal of Cancer,51,,ur.0733110542.08
266,2015,0,proceeding,pub.1063263925,Abstract 5025: Immune expression profiling of MAPK inhibitor resistant tumors based upon mechanisms of resistance,,,,,ur.0733110542.08
267,2015,41,article,pub.1000929181,Clinicopathologic features associated with efficacy and long‐term survival in metastatic melanoma patients treated with BRAF or combined BRAF and MEK inhibitors,jour.1017574,Cancer,121,21,ur.0733110542.08
268,2015,47,article,pub.1022874709,Clinical activity of the MEK inhibitor trametinib in metastatic melanoma containing BRAF kinase fusion,jour.1039143,Pigment Cell & Melanoma Research,28,5,ur.0733110542.08
269,2015,2,article,pub.1113607789,Patterns of acquired resistance to anti-PD-1 antibodies in patients with metastatic melanoma (MM).,jour.1312191,Journal of Clinical Oncology,33,15_suppl,ur.0733110542.08
270,2015,4,article,pub.1113607287,BRAF inhibitor acquired resistance: A multicenter meta-analysis of the spectrum and clinical implications of resistance mechanisms.,jour.1312191,Journal of Clinical Oncology,33,15_suppl,ur.0733110542.08
271,2015,29,article,pub.1040774462,Factors influencing the development of cutaneous squamous cell carcinoma in patients on BRAF inhibitor therapy,jour.1089909,Journal of the American Academy of Dermatology,72,5,ur.0733110542.08
272,2015,99,article,pub.1049149682,PD-L1 Expression and Tumor-Infiltrating Lymphocytes Define Different Subsets of MAPK Inhibitor–Treated Melanoma Patients,jour.1113735,Clinical Cancer Research,21,14,ur.0733110542.08
273,2014,291,article,pub.1053525666,PD‐L1 expression in melanoma shows marked heterogeneity within and between patients: implications for anti‐PD‐1/PD‐L1 clinical trials,jour.1039143,Pigment Cell & Melanoma Research,28,3,ur.0733110542.08
274,2014,215,article,pub.1020390905,Increased MAPK reactivation in early resistance to dabrafenib/trametinib combination therapy of BRAF-mutant metastatic melanoma,jour.1043282,Nature Communications,5,1,ur.0733110542.08
275,2014,68,article,pub.1032122084,Characteristics of pyrexia in BRAFV600E/K metastatic melanoma patients treated with combined dabrafenib and trametinib in a phase I/II clinical trial,jour.1100417,Annals of Oncology,26,2,ur.0733110542.08
276,2014,30,article,pub.1037896646,Features and management of pyrexia with combined dabrafenib and trametinib in metastatic melanoma,jour.1101448,Melanoma Research,24,5,ur.0733110542.08
277,2014,61,article,pub.1018444272,Epigenetic Changes of EGFR play an important role in BRAF inhibitor Resistant Cutaneous Melanomas,jour.1358061,Journal of Investigative Dermatology,135,2,ur.0733110542.08
278,2014,2,article,pub.1041057682,Reply to M. Perier-Muzet et al,jour.1312191,Journal of Clinical Oncology,32,28,ur.0733110542.08
279,2014,117,article,pub.1011546878,Systemic treatment for BRAF-mutant melanoma: where do we go next?,jour.1023279,The Lancet Oncology,15,9,ur.0733110542.08
280,2014,61,article,pub.1049357716,The nature and management of metastatic melanoma after progression on BRAF inhibitors: Effects of extended BRAF inhibition,jour.1017574,Cancer,120,20,ur.0733110542.08
281,2014,76,article,pub.1013468777,"Correlation of BRAF and NRAS mutation status with outcome, site of distant metastasis and response to chemotherapy in metastatic melanoma",jour.1017082,British Journal of Cancer,111,2,ur.0733110542.08
282,2014,8,article,pub.1111107582,Lesion-specific patterns of response and progression with anti-PD-1 treatment in metastatic melanoma (MM).,jour.1312191,Journal of Clinical Oncology,32,15_suppl,ur.0733110542.08
283,2014,60,article,pub.1023547635,Intrapatient Homogeneity of BRAFV600E Expression in Melanoma,jour.1086872,The American Journal of Surgical Pathology,38,3,ur.0733110542.08
284,2014,114,article,pub.1004367162,"Dabrafenib and Trametinib, Alone and in Combination for BRAF-Mutant Metastatic Melanoma",jour.1113735,Clinical Cancer Research,20,8,ur.0733110542.08
285,2014,161,article,pub.1013090486,Outcomes of patients with metastatic melanoma treated with immunotherapy prior to or after BRAF inhibitors,jour.1017574,Cancer,120,11,ur.0733110542.08
286,2014,52,article,pub.1078850415,"Dynamics of Chemokine, Cytokine, and Growth Factor Serum Levels in BRAF-Mutant Melanoma Patients during BRAF Inhibitor Treatment",jour.1077134,The Journal of Immunology,192,5,ur.0733110542.08
287,2014,344,article,pub.1014694049,BRAF Inhibitor Resistance Mechanisms in Metastatic Melanoma: Spectrum and Clinical Impact,jour.1113735,Clinical Cancer Research,20,7,ur.0733110542.08
288,2014,14,article,pub.1000664370,Evaluation of stromal HGF immunoreactivity as a biomarker for melanoma response to RAF inhibitors,jour.1098208,Modern Pathology,27,9,ur.0733110542.08
289,2014,59,article,pub.1031468340,Inter- and Intra-Patient Heterogeneity of Response and Progression to Targeted Therapy in Metastatic Melanoma,jour.1037553,PLOS ONE,9,1,ur.0733110542.08
290,2013,7,article,pub.1014775827,Intra-patient heterogeneity of BRAF mutation status: fact or fiction?,jour.1017082,British Journal of Cancer,111,8,ur.0733110542.08
291,2013,18,article,pub.1015331216,Incidence of New Primary Melanomas After Diagnosis of Stage III and IV Melanoma,jour.1312191,Journal of Clinical Oncology,32,8,ur.0733110542.08
292,2013,3,article,pub.1034851567,Molecular biomarkers of prognosis in melanoma,jour.1101448,Melanoma Research,23,6,ur.0733110542.08
293,2013,38,article,pub.1043431225,Patterns of response and progression in patients with BRAF‐mutant melanoma metastatic to the brain who were treated with dabrafenib,jour.1017574,Cancer,120,4,ur.0733110542.08
294,2013,23,article,pub.1064077333,New combinations and immunotherapies for melanoma: latest evidence and clinical utility,jour.1041714,Therapeutic Advances in Medical Oncology,5,5,ur.0733110542.08
295,2013,38,article,pub.1025417598,Paradoxical oncogenesis: are all BRAF inhibitors equal?,jour.1039143,Pigment Cell & Melanoma Research,26,5,ur.0733110542.08
296,2013,34,article,pub.1039704236,"Recent advances in melanoma systemic therapy. BRAF inhibitors, CTLA4 antibodies and beyond",jour.1294974,European Journal of Cancer,49,15,ur.0733110542.08
297,2013,10,article,pub.1125641368,Clinical characteristics and survival of BRAF-mutant (BRAF+) metastatic melanoma patients (pts) treated with BRAF inhibitor (BRAFi) dabrafenib or vemurafenib beyond disease progression (PD).,jour.1312191,Journal of Clinical Oncology,31,15_suppl,ur.0733110542.08
298,2013,0,article,pub.1125593904,Factors predicting endoxifen levels in breast cancer patients taking standard-dose tamoxifen and following dose escalation.,jour.1312191,Journal of Clinical Oncology,31,15_suppl,ur.0733110542.08
299,2013,15,article,pub.1021997392,BRAF inhibitor activity in V600R metastatic melanoma – Response,jour.1294974,European Journal of Cancer,49,7,ur.0733110542.08
0,2020,12,article,pub.1128491096,Telomere Length Measurement by Molecular Combing,jour.1049971,Frontiers in Cell and Developmental Biology,8,,ur.0621053147.56
1,2020,17,article,pub.1125151988,Mechanisms that drive telomere maintenance and recombination in human cancers,jour.1101544,Current Opinion in Genetics & Development,60,,ur.0621053147.56
2,2019,1,article,pub.1122703307,Author Correction: The FANCM-BLM-TOP3A-RMI complex suppresses alternative lengthening of telomeres (ALT),jour.1043282,Nature Communications,10,1,ur.0621053147.56
3,2019,14,article,pub.1121454725,Telomerase promotes formation of a telomere protective complex in cancer cells,jour.1051517,Science Advances,5,10,ur.0621053147.56
4,2019,62,article,pub.1115924474,The FANCM-BLM-TOP3A-RMI complex suppresses alternative lengthening of telomeres (ALT),jour.1043282,Nature Communications,10,1,ur.0621053147.56
5,2017,6,article,pub.1091510184,RNA binding protein Musashi‐2 regulates PIWIL1 and TBX1 in mouse spermatogenesis,jour.1005966,Journal of Cellular Physiology,233,4,ur.0621053147.56
6,2017,84,article,pub.1091993931,Alternative Lengthening of Telomeres: DNA Repair Pathways Converge,jour.1095570,Trends in Genetics,33,12,ur.0621053147.56
7,2017,71,article,pub.1091497034,BLM and SLX4 play opposing roles in recombination‐dependent replication at human telomeres,jour.1093201,The EMBO Journal,36,19,ur.0621053147.56
8,2017,43,article,pub.1086104333,Extensive Proliferation of Human Cancer Cells with Ever-Shorter Telomeres,jour.1046010,Cell Reports,19,12,ur.0621053147.56
9,2016,38,article,pub.1002488489,Maternal Smoke Exposure Impairs the Long-Term Fertility of Female Offspring in a Murine Model1,jour.1011872,Biology of Reproduction,94,2,ur.0621053147.56
10,2015,11,article,pub.1019141332,Knockout of RNA Binding Protein MSI2 Impairs Follicle Development in the Mouse Ovary: Characterization of MSI1 and MSI2 during Folliculogenesis,jour.1047694,Biomolecules,5,3,ur.0621053147.56
11,2015,29,article,pub.1026542631,A Common Cancer Risk-Associated Allele in the hTERT Locus Encodes a Dominant Negative Inhibitor of Telomerase,jour.1034974,PLOS Genetics,11,6,ur.0621053147.56
12,2015,18,article,pub.1014558223,RNA binding protein Musashi‐1 directly targets Msi2 and Erh during early testis germ cell development and interacts with IPO5 upon translocation to the nucleus,jour.1017429,The FASEB Journal,29,7,ur.0621053147.56
13,2014,20,article,pub.1032527039,Chlamydia muridarum Infection-Induced Destruction of Male Germ Cells and Sertoli Cells Is Partially Prevented by Chlamydia Major Outer Membrane Protein-Specific Immune CD4 cells1,jour.1011872,Biology of Reproduction,92,1,ur.0621053147.56
14,2014,37,article,pub.1029949391,Damaging legacy: maternal cigarette smoking has long-term consequences for male offspring fertility,jour.1096829,Human Reproduction,29,12,ur.0621053147.56
15,2014,0,article,pub.1067730408,The RNA-binding protein Musashi-2 (MSI2) controls mRNA processing and translational regulation via interactions with SFPQ and PIWIL1 during mammalian spermatogenesis,jour.1051227,Reproduction Abstracts,,,ur.0621053147.56
16,2014,25,article,pub.1046511663,Developmental Expression of Musashi-1 and Musashi-2 RNA-Binding Proteins During Spermatogenesis: Analysis of the Deleterious Effects of Dysregulated Expression1,jour.1011872,Biology of Reproduction,90,5,ur.0621053147.56
17,2013,0,article,pub.1005431784,10. Modulation of inflammatory signalling pathways in the ovary by immune challenge in early life,jour.1097694,Brain Behavior and Immunity,32,,ur.0621053147.56
18,2013,49,article,pub.1028883105,Scrambled and fried: Cigarette smoke exposure causes antral follicle destruction and oocyte dysfunction through oxidative stress,jour.1019541,Toxicology and Applied Pharmacology,271,2,ur.0621053147.56
19,2013,16,article,pub.1020656024,Immune regulation of ovarian development: programming by neonatal immune challenge,jour.1327448,Frontiers in Neuroscience,7,,ur.0621053147.56
20,2012,45,article,pub.1007363809,Intracellular signalling during female gametogenesis,jour.1114577,Molecular Human Reproduction,19,5,ur.0621053147.56
21,2012,45,article,pub.1038461199,Staying Alive: PI3K Pathway Promotes Primordial Follicle Activation and Survival in Response to 3MC-Induced Ovotoxicity,jour.1092859,Toxicological Sciences,128,1,ur.0621053147.56
22,2012,7,chapter,pub.1016570819,All Your Eggs in One Basket: Mechanisms of Xenobiotic Induced Female Reproductive Senescence,,,,,ur.0621053147.56
23,2012,63,article,pub.1022474735,Jumping the gun: Smoking constituent BaP causes premature primordial follicle activation and impairs oocyte fusibility through oxidative stress,jour.1019541,Toxicology and Applied Pharmacology,260,1,ur.0621053147.56
24,2011,41,article,pub.1053570722,Understanding the Villain: DMBA-Induced Preantral Ovotoxicity Involves Selective Follicular Destruction and Primordial Follicle Activation through PI3K/Akt and mTOR Signaling,jour.1092859,Toxicological Sciences,123,2,ur.0621053147.56
25,2010,43,article,pub.1044040841,Adding Insult to Injury: Effects of Xenobiotic-Induced Preantral Ovotoxicity on Ovarian Development and Oocyte Fusibility,jour.1092859,Toxicological Sciences,118,2,ur.0621053147.56
26,2010,5,chapter,pub.1030763891,Contraception Targets in Mammalian Ovarian Development,,,198,198,ur.0621053147.56
27,2010,0,article,pub.1058211977,149. TRANSLATIONAL CONTROL IN FOLLICULOGENESIS AND OOCYTE DEVELOPMENT: A ROLE FOR RNA-BINDING PROTEIN MUSASHI-1,jour.1312302,Reproduction Fertility and Development,22,9,ur.0621053147.56
28,2010,0,article,pub.1058211949,121. SHORT TERM XENOBIOTIC EXPOSURE COMPROMISES LONG TERM OOCYTE VIABILITY,jour.1312302,Reproduction Fertility and Development,22,9,ur.0621053147.56
29,2009,0,article,pub.1058211847,153. XENOBIOTICS; INFLUENCE ON OVARIAN FOLLICULAR DEVELOPMENT,jour.1312302,Reproduction Fertility and Development,21,9,ur.0621053147.56
30,2009,0,article,pub.1058211838,"144. ROLE OF RNA-BINDING PROTEIN, MUSASHI-1 (Msi-1), IN MURINE FOLLICULOGENESIS AND OOCYTE DEVELOPMENT",jour.1312302,Reproduction Fertility and Development,21,9,ur.0621053147.56
31,2008,0,article,pub.1084179532,"The Role of the RNA-Binding Protein, Musashi-1, in Murine Spermatogonial Stem Cell Maintenance.",jour.1011872,Biology of Reproduction,78,Suppl_1,ur.0621053147.56
0,2021,0,article,pub.1139171504,Chromatin mobility and relocation in DNA repair,jour.1101912,Trends in Cell Biology,31,10,ur.01120350300.25
1,2020,18,article,pub.1133080672,Nuclear F-actin counteracts nuclear deformation and promotes fork repair during replication stress,jour.1021344,Nature Cell Biology,22,12,ur.01120350300.25
2,2020,4,article,pub.1132147852,Replication stress conferred by POT1 dysfunction promotes telomere relocalization to the nuclear pore,jour.1097556,Genes & Development,34,23-24,ur.01120350300.25
3,2020,5,article,pub.1128173524,Full length RTEL1 is required for the elongation of the single-stranded telomeric overhang by telomerase,jour.1018982,Nucleic Acids Research,48,13,ur.01120350300.25
4,2020,0,preprint,pub.1124462510,Telomere relocalization to the nuclear pore complex in response to replication stress,jour.1293558,bioRxiv,,,ur.01120350300.25
5,2019,13,article,pub.1121037730,Replication stress induces mitotic death through parallel pathways regulated by WAPL and telomere deprotection,jour.1043282,Nature Communications,10,1,ur.01120350300.25
6,2019,15,article,pub.1113454705,The mTOR pathway: Implications for DNA replication,jour.1018321,Progress in Biophysics and Molecular Biology,147,,ur.01120350300.25
7,2018,11,preprint,pub.1107824681,ATR and mTOR regulate F-actin to alter nuclear architecture and repair replication stress,jour.1293558,bioRxiv,,,ur.01120350300.25
8,2018,1,preprint,pub.1107223650,Replication stress induces mitotic death through parallel pathways regulated by WAPL and telomere deprotection,jour.1293558,bioRxiv,,,ur.01120350300.25
9,2016,2,article,pub.1051367287,Continuous chromosomal instability in human pluripotent stem cells – the role of DNA replication,jour.1050780,Molecular & Cellular Oncology,3,4,ur.01120350300.25
10,2015,73,article,pub.1029953823,Genomic Instability in Human Pluripotent Stem Cells Arises from Replicative Stress and Chromosome Condensation Defects,jour.1038823,Cell Stem Cell,18,2,ur.01120350300.25
11,2015,21,article,pub.1014299096,Folate levels modulate oncogene-induced replication stress and tumorigenicity,jour.1040716,EMBO Molecular Medicine,7,9,ur.01120350300.25
12,2013,99,article,pub.1039659006,Inherited mutations in the helicase RTEL1 cause telomere dysfunction and Hoyeraal–Hreidarsson syndrome,jour.1082971,Proceedings of the National Academy of Sciences of the United States of America,110,36,ur.01120350300.25
13,2012,1,article,pub.1014065564,“Poisoning” yeast telomeres distinguishes between redundant telomere capping pathways,jour.1312277,Chromosoma,121,6,ur.01120350300.25
14,2009,32,article,pub.1019445738,Diminished Telomeric 3′ Overhangs Are Associated with Telomere Dysfunction in Hoyeraal-Hreidarsson Syndrome,jour.1037553,PLOS ONE,4,5,ur.01120350300.25
15,2005,24,article,pub.1016044791,RNA-Targeted Suppression of Stress-Induced Allostasis in Primate Spinal Cord Neurons,jour.1032768,Neurodegenerative Diseases,2,1,ur.01120350300.25
0,2021,0,article,pub.1141494303,Intravital imaging technology guides FAK-mediated priming in pancreatic cancer precision medicine according to Merlin status,jour.1051517,Science Advances,7,40,ur.01154317624.53
1,2021,0,article,pub.1141122723,Optimizing metastatic-cascade-dependent Rac1 targeting in breast cancer: Guidance using optical window intravital FRET imaging,jour.1046010,Cell Reports,36,11,ur.01154317624.53
2,2021,3,article,pub.1139648436,Dynamic Stromal Alterations Influence Tumor-Stroma Crosstalk to Promote Pancreatic Cancer and Treatment Resistance,jour.1043163,Cancers,13,14,ur.01154317624.53
3,2021,5,article,pub.1139118141,Oral administration of bovine milk-derived extracellular vesicles induces senescence in the primary tumor but accelerates cancer metastasis,jour.1043282,Nature Communications,12,1,ur.01154317624.53
4,2021,0,article,pub.1138578593,Quantifying and visualising the nuances of cellular dynamics in vivo using intravital imaging,jour.1099604,Current Opinion in Cell Biology,72,,ur.01154317624.53
5,2019,7,article,pub.1123427009,Inhibition of PAK1 suppresses pancreatic cancer by stimulation of anti-tumour immunity through down-regulation of PD-L1,jour.1084784,Cancer Letters,472,,ur.01154317624.53
6,2019,76,article,pub.1122947996,Fluids and their mechanics in tumour transit: shaping metastasis,jour.1029716,Nature Reviews Cancer,20,2,ur.01154317624.53
7,2019,83,article,pub.1121966130,CAF Subpopulations: A New Reservoir of Stromal Targets in Pancreatic Cancer,jour.1052321,Trends in Cancer,5,11,ur.01154317624.53
8,2019,80,article,pub.1120288152,CAF hierarchy driven by pancreatic cancer cell p53-status creates a pro-metastatic and chemoresistant environment via perlecan,jour.1043282,Nature Communications,10,1,ur.01154317624.53
9,2019,0,proceeding,pub.1111923181,Abstract A100: ROBO2 is a stroma suppressor gene in the pancreas through regulation of TGF-β,,,,,ur.01154317624.53
10,2018,27,article,pub.1110204817,ROBO2 is a stroma suppressor gene in the pancreas and acts via TGF-β signalling,jour.1043282,Nature Communications,9,1,ur.01154317624.53
11,2018,1,article,pub.1110272522,Fgfr1 conditional-knockout in neural crest cells induces heterotopic chondrogenesis and osteogenesis in mouse frontal bones,jour.1295024,Medical Molecular Morphology,52,3,ur.01154317624.53
12,2018,30,article,pub.1108040566,Combating pancreatic cancer with PI3K pathway inhibitors in the era of personalised medicine,jour.1077125,Gut,68,4,ur.01154317624.53
13,2018,4,article,pub.1106911232,Recent advances in understanding the complexities of metastasis,jour.1047556,F1000Research,7,,ur.01154317624.53
14,2018,40,article,pub.1105944158,Recent advances in understanding the complexities of metastasis,jour.1047556,F1000Research,7,,ur.01154317624.53
15,2018,0,article,pub.1139200722,Recent advances in understanding the complexities of metastasis,jour.1047556,F1000Research,7,,ur.01154317624.53
16,2018,159,article,pub.1105683788,Targeting stromal remodeling and cancer stem cell plasticity overcomes chemoresistance in triple negative breast cancer,jour.1043282,Nature Communications,9,1,ur.01154317624.53
17,2018,30,article,pub.1105406070,Removing physiological motion from intravital and clinical functional imaging data,jour.1046517,eLife,7,,ur.01154317624.53
18,2018,0,article,pub.1105226841,PO-229 Transient tissue ‘priming’ via FAK inhibition to impair pancreatic ductal adenocarcinoma (PDAC) progression to improve sensitivity to gemcitabine/abraxane,jour.1159613,ESMO Open,3,Suppl 2,ur.01154317624.53
19,2018,0,article,pub.1105225976,PO-168 Loss of the mcc gene expression promotes invasiveness of colon cancer cells,jour.1159613,ESMO Open,3,Suppl 2,ur.01154317624.53
20,2018,0,article,pub.1105222887,PO-165 Estetrol reduce cell migration and proliferation in two/three-dimensional t47d breast cancer cell model,jour.1159613,ESMO Open,3,Suppl 2,ur.01154317624.53
21,2018,42,article,pub.1104564592,Intravital Imaging to Monitor Therapeutic Response in Moving Hypoxic Regions Resistant to PI3K Pathway Targeting in Pancreatic Cancer,jour.1046010,Cell Reports,23,11,ur.01154317624.53
22,2018,3,article,pub.1101103313,Shedding new light on RhoA signalling as a drug target in vivo using a novel RhoA-FRET biosensor mouse,jour.1043480,Small GTPases,11,4,ur.01154317624.53
23,2018,26,article,pub.1101359337,Molecular mobility and activity in an intravital imaging setting – implications for cancer progression and targeting,jour.1006098,Journal of Cell Science,131,5,ur.01154317624.53
24,2018,0,proceeding,pub.1101589842,"Unmixing spectrally overlapping FRET biosensors in vivo using multispectral FLIM
 (Conference Presentation)",,,,,ur.01154317624.53
25,2017,15,article,pub.1093066734,Three-dimensional organotypic matrices from alternative collagen sources as pre-clinical models for cell biology,jour.1045337,Scientific Reports,7,1,ur.01154317624.53
26,2017,0,preprint,pub.1092686642,Targeting stromal remodeling and cancer stem cell plasticity to overcome chemoresistance in triple negative breast cancer,jour.1293558,bioRxiv,,,ur.01154317624.53
27,2017,12,article,pub.1092236473,‘MCC’ protein interacts with E-cadherin and β-catenin strengthening cell–cell adhesion of HCT116 colon cancer cells,jour.1097543,Oncogene,37,5,ur.01154317624.53
28,2017,62,article,pub.1092049831,A RhoA-FRET Biosensor Mouse for Intravital Imaging in Normal Tissue Homeostasis and Disease Contexts,jour.1046010,Cell Reports,21,1,ur.01154317624.53
29,2017,156,article,pub.1084778057,"Transient tissue priming via ROCK inhibition uncouples pancreatic cancer progression, sensitivity to chemotherapy, and metastasis",jour.1041454,Science Translational Medicine,9,384,ur.01154317624.53
30,2017,50,article,pub.1084129946,SerpinB2 regulates stromal remodelling and local invasion in pancreatic cancer,jour.1097543,Oncogene,36,30,ur.01154317624.53
31,2017,1,proceeding,pub.1084231130,Abstract PR07: A biosensor mouse to predict the dissociation and spread of pancreatic cancer,,,,,ur.01154317624.53
32,2016,38,article,pub.1002744143,MCL-1 inhibition provides a new way to suppress breast cancer metastasis and increase sensitivity to dasatinib,jour.1022375,Breast Cancer Research,18,1,ur.01154317624.53
33,2016,0,article,pub.1123210696,Imaging Molecular Dynamics for Drug Discovery,jour.1041692,Physiology News,,Autumn 2016,ur.01154317624.53
34,2016,11,article,pub.1015632050,Intravital imaging reveals new ancillary mechanisms co-opted by cancer cells to drive tumor progression,jour.1047556,F1000Research,5,,ur.01154317624.53
35,2015,46,article,pub.1022028342,ELF5 Drives Lung Metastasis in Luminal Breast Cancer through Recruitment of Gr1+ CD11b+ Myeloid-Derived Suppressor Cells,jour.1032549,PLOS Biology,13,12,ur.01154317624.53
36,2015,43,article,pub.1032056642,Intravital FRAP Imaging using an E-cadherin-GFP Mouse Reveals Disease- and Drug-Dependent Dynamic Regulation of Cell-Cell Junctions in Live Tissue,jour.1046010,Cell Reports,14,1,ur.01154317624.53
37,2015,31,article,pub.1072288815,The dynamics of Rho GTPase signaling and implications for targeting cancer and the tumor microenvironment,jour.1043480,Small GTPases,6,2,ur.01154317624.53
38,2015,41,article,pub.1062683696,The tyrosine phosphatase PTPN14 (Pez) inhibits metastasis by altering protein trafficking,jour.1023735,Science Signaling,8,364,ur.01154317624.53
39,2014,7,article,pub.1072288588,Monitoring the dynamics of Src activity in response to anti-invasive dasatinib treatment at a subcellular level using dual intravital imaging,jour.1039800,Cell Adhesion & Migration,8,5,ur.01154317624.53
40,2014,91,article,pub.1026401880,Three-dimensional cancer models mimic cell–matrix interactions in the tumour microenvironment,jour.1091552,Carcinogenesis,35,8,ur.01154317624.53
41,2010,27,article,pub.1014941492,Regulation of Tbx22 during facial and palatal development,jour.1017815,Developmental Dynamics,239,11,ur.01154317624.53
42,2009,7,article,pub.1007139850,Expression and regulation of ANTXR1 in the chick embryo,jour.1017815,Developmental Dynamics,239,2,ur.01154317624.53
43,2009,1,article,pub.1053314412,09-P054 Analysis of facial and palatal defects in Fgfr1 mutant mice,jour.1098650,Mechanisms of Development,126,,ur.01154317624.53
0,2021,0,article,pub.1141494303,Intravital imaging technology guides FAK-mediated priming in pancreatic cancer precision medicine according to Merlin status,jour.1051517,Science Advances,7,40,ur.01136576210.58
1,2021,2,article,pub.1138037893,"A non-genetic, cell cycle dependent mechanism of platinum resistance in lung adenocarcinoma",jour.1046517,eLife,10,,ur.01136576210.58
2,2021,5,article,pub.1137920943,Peripheral-specific Y1 receptor antagonism increases thermogenesis and protects against diet-induced obesity,jour.1043282,Nature Communications,12,1,ur.01136576210.58
3,2021,5,article,pub.1135072221,DNA methylation patterns identify subgroups of pancreatic neuroendocrine tumors with clinical association,jour.1300829,Communications Biology,4,1,ur.01136576210.58
4,2020,18,article,pub.1133080672,Nuclear F-actin counteracts nuclear deformation and promotes fork repair during replication stress,jour.1021344,Nature Cell Biology,22,12,ur.01136576210.58
5,2020,0,preprint,pub.1132996524,"A Non-Genetic, Cell Cycle Dependent Mechanism of Platinum Resistance in Lung Adenocarcinoma",jour.1293558,bioRxiv,,,ur.01136576210.58
6,2020,3,article,pub.1132026856,"PtdIns(3,4,5)P3-dependent Rac exchanger 1 (P-Rex1) promotes mammary tumor initiation and metastasis",jour.1082971,Proceedings of the National Academy of Sciences of the United States of America,117,45,ur.01136576210.58
7,2020,33,article,pub.1128219686,"MTOR signaling orchestrates stress-induced mutagenesis, facilitating adaptive evolution in cancer",jour.1346339,Science,368,6495,ur.01136576210.58
8,2019,80,article,pub.1120288152,CAF hierarchy driven by pancreatic cancer cell p53-status creates a pro-metastatic and chemoresistant environment via perlecan,jour.1043282,Nature Communications,10,1,ur.01136576210.58
9,2019,19,article,pub.1112926652,Targeting promiscuous heterodimerization overcomes innate resistance to ERBB2 dimerization inhibitors in breast cancer,jour.1022375,Breast Cancer Research,21,1,ur.01136576210.58
10,2018,9,article,pub.1110581493,Novel FRET-Based Src Biosensor Reveals Mechanisms of Src Activation and Its Dynamics in Focal Adhesions,jour.1053068,Cell Chemical Biology,26,2,ur.01136576210.58
11,2018,30,article,pub.1105406070,Removing physiological motion from intravital and clinical functional imaging data,jour.1046517,eLife,7,,ur.01136576210.58
12,2018,42,article,pub.1104564592,Intravital Imaging to Monitor Therapeutic Response in Moving Hypoxic Regions Resistant to PI3K Pathway Targeting in Pancreatic Cancer,jour.1046010,Cell Reports,23,11,ur.01136576210.58
13,2018,3,article,pub.1101103313,Shedding new light on RhoA signalling as a drug target in vivo using a novel RhoA-FRET biosensor mouse,jour.1043480,Small GTPases,11,4,ur.01136576210.58
14,2018,26,article,pub.1101359337,Molecular mobility and activity in an intravital imaging setting – implications for cancer progression and targeting,jour.1006098,Journal of Cell Science,131,5,ur.01136576210.58
15,2018,0,proceeding,pub.1101589842,"Unmixing spectrally overlapping FRET biosensors in vivo using multispectral FLIM
 (Conference Presentation)",,,,,ur.01136576210.58
16,2018,22,article,pub.1101096163,Acute compressive stress activates RHO/ROCK-mediated cellular processes,jour.1043480,Small GTPases,11,5,ur.01136576210.58
17,2018,0,preprint,pub.1105691447,Novel FRET-Based Src Biosensor Reveals Mechanisms of Src Activation and Its Dynamics in Focal Adhesions,jour.1276748,SSRN Electronic Journal,,,ur.01136576210.58
18,2017,62,article,pub.1092049831,A RhoA-FRET Biosensor Mouse for Intravital Imaging in Normal Tissue Homeostasis and Disease Contexts,jour.1046010,Cell Reports,21,1,ur.01136576210.58
19,2017,28,article,pub.1086044670,TGFβ pathway limits dedifferentiation following WNT and MAPK pathway activation to suppress intestinal tumourigenesis,jour.1112551,Cell Death & Differentiation,24,10,ur.01136576210.58
20,2017,156,article,pub.1084778057,"Transient tissue priming via ROCK inhibition uncouples pancreatic cancer progression, sensitivity to chemotherapy, and metastasis",jour.1041454,Science Translational Medicine,9,384,ur.01136576210.58
21,2017,1,proceeding,pub.1084231130,Abstract PR07: A biosensor mouse to predict the dissociation and spread of pancreatic cancer,,,,,ur.01136576210.58
22,2016,0,article,pub.1123210696,Imaging Molecular Dynamics for Drug Discovery,jour.1041692,Physiology News,,Autumn 2016,ur.01136576210.58
23,2016,25,article,pub.1052635360,The ATG16L1 risk allele associated with Crohn’s disease results in a Rac1-dependent defect in dendritic cell migration that is corrected by thiopurines,jour.1038363,Mucosal Immunology,10,2,ur.01136576210.58
24,2016,6,chapter,pub.1014070435,Visualizing Cancer Cell Chemotaxis and Invasion in 2D and 3D,,,1407,,ur.01136576210.58
